spring,track,clutchspeed,laptime,maxspeed,minspeed,avgspeed,F_Ride_AVG,R_Ride_AVG,F_Ride_MIN,R_Ride_MIN,F_Ride_MAX,R_Ride_MAX
100,1,8000,4.086,62.28,6.0003,41.052,1.2362,0.50641,0.76137,0.25754,2.0564,1.1689
105,1,8000,4.086,62.267,6.0003,41.048,1.2312,0.51895,0.76943,0.26611,2.0179,1.1736
110,1,8000,4.086,62.255,6.0003,41.046,1.2271,0.53142,0.77707,0.27509,1.983,1.1778
115,1,8000,4.086,62.244,6.0003,41.043,1.2237,0.54374,0.78433,0.28451,1.9514,1.1815
120,1,8000,4.086,62.233,6.0003,41.041,1.2209,0.55588,0.79124,0.29437,1.9225,1.1849
125,1,8000,4.086,62.222,6.0003,41.039,1.2186,0.56781,0.79787,0.30471,1.8959,1.1879
130,1,8000,4.086,62.213,6.0003,41.037,1.2168,0.57952,0.80424,0.31554,1.8715,1.1906
135,1,8000,4.086,62.204,6.0003,41.035,1.2154,0.59099,0.81037,0.32684,1.849,1.1931
140,1,8000,4.089,62.217,6.0003,41.05,1.2141,0.60202,0.81628,0.33834,1.8281,1.1954
145,1,8000,4.089,62.211,6.0003,41.049,1.2134,0.613,0.822,0.3506,1.8087,1.1975
150,1,8000,4.089,62.206,6.0003,41.048,1.213,0.62372,0.82753,0.36337,1.7907,1.1994
155,1,8000,4.089,62.202,6.0003,41.047,1.2129,0.63416,0.83289,0.37664,1.7738,1.2012
160,1,8000,4.089,62.199,6.0003,41.046,1.2131,0.64428,0.83809,0.39041,1.758,1.2029
165,1,8000,4.089,62.197,6.0003,41.046,1.2134,0.65408,0.84132,0.40464,1.7432,1.2044
170,1,8000,4.089,62.196,6.0003,41.045,1.214,0.66355,0.84499,0.41925,1.7293,1.2059
175,1,8000,4.089,62.195,6.0003,41.044,1.2146,0.67267,0.85,0.43416,1.7161,1.2072
180,1,8000,4.089,62.194,6.0003,41.043,1.2153,0.68144,0.85935,0.44919,1.7038,1.2085
185,1,8000,4.089,62.194,6.0003,41.043,1.216,0.68987,0.86902,0.46396,1.6921,1.2097
190,1,8000,4.089,62.193,6.0003,41.042,1.2166,0.69796,0.87859,0.47819,1.6811,1.2108
195,1,8000,4.089,62.192,6.0003,41.041,1.2172,0.70574,0.8877,0.49169,1.6706,1.2118
200,1,8000,4.089,62.191,6.0003,41.041,1.2177,0.71323,0.89608,0.50435,1.6606,1.2128
205,1,8000,4.089,62.189,6.0003,41.04,1.2182,0.72053,0.90371,0.51614,1.6512,1.2138
210,1,8000,4.089,62.188,6.0003,41.039,1.2187,0.72771,0.91073,0.5271,1.6422,1.2146
215,1,8000,4.089,62.187,6.0003,41.039,1.2192,0.73471,0.91728,0.53737,1.6336,1.2155
220,1,8000,4.089,62.186,6.0003,41.038,1.2197,0.74156,0.92346,0.5471,1.6255,1.2163
225,1,8000,4.089,62.183,6.0003,41.037,1.2201,0.74828,0.92936,0.55644,1.6177,1.2171
230,1,8000,4.089,62.182,6.0003,41.036,1.2206,0.75493,0.93498,0.56541,1.6103,1.2178
235,1,8000,4.089,62.181,6.0003,41.036,1.221,0.76169,0.94039,0.5741,1.6032,1.2185
240,1,8000,4.089,62.18,6.0003,41.035,1.2214,0.76861,0.94561,0.58256,1.5964,1.2191
245,1,8000,4.089,62.179,6.0003,41.035,1.2218,0.77556,0.95066,0.59083,1.5899,1.2198
250,1,8000,4.089,62.178,6.0003,41.034,1.2223,0.7824,0.95555,0.59894,1.5837,1.2204
255,1,8000,4.089,62.177,6.0003,41.033,1.2227,0.78907,0.96028,0.60693,1.5777,1.2209
260,1,8000,4.089,62.176,6.0003,41.033,1.2231,0.79557,0.96486,0.61483,1.5719,1.2215
265,1,8000,4.089,62.175,6.0003,41.032,1.2234,0.80189,0.96929,0.62265,1.5664,1.222
270,1,8000,4.089,62.175,6.0003,41.032,1.2238,0.80803,0.97357,0.6304,1.5611,1.2225
275,1,8000,4.089,62.174,6.0003,41.031,1.2242,0.81401,0.9777,0.63806,1.5559,1.223
280,1,8000,4.089,62.173,6.0003,41.031,1.2245,0.81987,0.9817,0.64561,1.551,1.2235
285,1,8000,4.089,62.173,6.0003,41.03,1.2249,0.8256,0.98557,0.65301,1.5462,1.224
290,1,8000,4.089,62.177,6.0003,41.039,1.2252,0.83111,0.98926,0.6602,1.5416,1.2244
295,1,8000,4.089,62.176,6.0003,41.038,1.2255,0.83662,0.99289,0.66726,1.5371,1.2248
300,1,8000,4.089,62.176,6.0003,41.037,1.2258,0.84201,0.99641,0.67413,1.5328,1.2252
305,1,8000,4.089,62.175,6.0003,41.037,1.2262,0.84729,0.99983,0.68081,1.5286,1.2256
310,1,8000,4.089,62.175,6.0003,41.036,1.2265,0.85243,1.0031,0.68729,1.5246,1.226
315,1,8000,4.089,62.175,6.0003,41.036,1.2268,0.85741,1.0064,0.69356,1.5207,1.2264
320,1,8000,4.089,62.174,6.0003,41.035,1.2271,0.86225,1.0095,0.69963,1.5169,1.2267
325,1,8000,4.089,62.174,6.0003,41.035,1.2274,0.86698,1.0126,0.7055,1.5132,1.227
330,1,8000,4.089,62.174,6.0003,41.034,1.2277,0.87162,1.0156,0.71117,1.5097,1.2274
335,1,8000,4.089,62.174,6.0003,41.034,1.228,0.87616,1.0185,0.71666,1.5062,1.2277
340,1,8000,4.089,62.173,6.0003,41.033,1.2283,0.88061,1.0213,0.72195,1.5029,1.228
345,1,8000,4.089,62.172,6.0003,41.032,1.2285,0.88498,1.0241,0.72709,1.4996,1.2283
350,1,8000,4.089,62.172,6.0003,41.032,1.2288,0.88927,1.0268,0.73205,1.4965,1.2286
355,1,8000,4.089,62.171,6.0003,41.031,1.2291,0.89348,1.0294,0.73686,1.4934,1.2289
360,1,8000,4.089,62.171,6.0003,41.031,1.2293,0.89761,1.032,0.74154,1.4904,1.2292
365,1,8000,4.089,62.17,6.0003,41.03,1.2296,0.90165,1.0345,0.74609,1.4875,1.2294
370,1,8000,4.089,62.17,6.0003,41.029,1.2298,0.9056,1.0369,0.75052,1.4847,1.2297
375,1,8000,4.089,62.17,6.0003,41.029,1.23,0.90946,1.0393,0.75484,1.4819,1.2299
380,1,8000,4.089,62.169,6.0003,41.028,1.2303,0.91326,1.0417,0.75905,1.4793,1.2302
385,1,8000,4.089,62.169,6.0003,41.028,1.2305,0.91699,1.0439,0.76317,1.4767,1.2304
390,1,8000,4.089,62.168,6.0003,41.027,1.2307,0.92066,1.0462,0.76719,1.4741,1.2306
395,1,8000,4.089,62.168,6.0003,41.026,1.2309,0.92427,1.0483,0.77113,1.4716,1.2309
400,1,8000,4.089,62.167,6.0003,41.026,1.2311,0.92782,1.0504,0.77498,1.4692,1.2311
405,1,8000,4.089,62.167,6.0003,41.025,1.2313,0.93131,1.0525,0.77875,1.4669,1.2313
410,1,8000,4.089,62.166,6.0003,41.025,1.2315,0.93474,1.0545,0.78245,1.4646,1.2315
415,1,8000,4.089,62.165,6.0003,41.024,1.2317,0.93812,1.0565,0.78607,1.4624,1.2317
420,1,8000,4.089,62.165,6.0003,41.024,1.2319,0.94145,1.0585,0.78962,1.4602,1.2319
425,1,8000,4.089,62.164,6.0003,41.023,1.2321,0.94473,1.0603,0.79311,1.458,1.2321
430,1,8000,4.089,62.163,6.0003,41.022,1.2323,0.94796,1.0622,0.79653,1.456,1.2323
435,1,8000,4.089,62.162,6.0003,41.022,1.2325,0.95115,1.064,0.79989,1.4539,1.2325
440,1,8000,4.089,62.162,6.0003,41.021,1.2327,0.95429,1.0658,0.80319,1.4519,1.2326
445,1,8000,4.089,62.161,6.0003,41.021,1.2328,0.95738,1.0675,0.80643,1.45,1.2328
450,1,8000,4.089,62.16,6.0003,41.02,1.233,0.96043,1.0692,0.80962,1.4481,1.233
455,1,8000,4.089,62.159,6.0003,41.019,1.2332,0.96344,1.0709,0.81276,1.4462,1.2332
460,1,8000,4.089,62.158,6.0003,41.019,1.2333,0.96641,1.0725,0.81584,1.4444,1.2333
465,1,8000,4.089,62.157,6.0003,41.018,1.2335,0.96934,1.0741,0.81887,1.4426,1.2335
470,1,8000,4.089,62.156,6.0003,41.018,1.2336,0.97222,1.0756,0.82296,1.4409,1.2336
475,1,8000,4.089,62.155,6.0003,41.017,1.2338,0.97504,1.0771,0.82769,1.4392,1.2338
480,1,8000,4.089,62.154,6.0003,41.016,1.2339,0.97779,1.0786,0.8323,1.4375,1.2339
485,1,8000,4.089,62.153,6.0003,41.016,1.2341,0.98047,1.0801,0.83678,1.4359,1.2341
490,1,8000,4.089,62.152,6.0003,41.015,1.2342,0.9831,1.0815,0.84116,1.4343,1.2342
495,1,8000,4.089,62.149,6.0003,41.015,1.2344,0.98566,1.0829,0.84543,1.4327,1.2344
500,1,8000,4.089,62.148,6.0003,41.014,1.2345,0.98817,1.0843,0.84959,1.4312,1.2345
505,1,8000,4.089,62.147,6.0003,41.014,1.2346,0.99061,1.0857,0.85364,1.4297,1.2346
510,1,8000,4.089,62.146,6.0003,41.013,1.2348,0.99301,1.087,0.85759,1.4282,1.2348
515,1,8000,4.089,62.144,6.0003,41.013,1.2349,0.99535,1.0883,0.86145,1.4268,1.2349
520,1,8000,4.089,62.143,6.0003,41.012,1.235,0.99764,1.0896,0.86522,1.4253,1.235
525,1,8000,4.089,62.141,6.0003,41.011,1.2351,0.99988,1.0908,0.8689,1.4239,1.2351
530,1,8000,4.089,62.14,6.0003,41.011,1.2353,1.0021,1.0921,0.87249,1.4226,1.2353
535,1,8000,4.089,62.138,6.0003,41.01,1.2354,1.0042,1.0933,0.876,1.4212,1.2354
540,1,8000,4.089,62.137,6.0003,41.01,1.2355,1.0063,1.0945,0.87943,1.4199,1.2355
545,1,8000,4.089,62.135,6.0003,41.009,1.2356,1.0084,1.0957,0.88278,1.4186,1.2356
550,1,8000,4.089,62.134,6.0003,41.009,1.2357,1.0104,1.0968,0.88606,1.4174,1.2357
555,1,8000,4.089,62.132,6.0003,41.008,1.2358,1.0124,1.098,0.88927,1.4161,1.2358
560,1,8000,4.089,62.131,6.0003,41.008,1.236,1.0143,1.0991,0.89241,1.4149,1.2359
565,1,8000,4.089,62.129,6.0003,41.007,1.2361,1.0162,1.1002,0.89548,1.4137,1.2361
570,1,8000,4.089,62.128,6.0003,41.007,1.2362,1.0181,1.1013,0.89848,1.4125,1.2362
575,1,8000,4.089,62.126,6.0003,41.006,1.2363,1.0199,1.1023,0.90142,1.4114,1.2363
580,1,8000,4.089,62.125,6.0003,41.006,1.2364,1.0217,1.1034,0.90431,1.4102,1.2364
585,1,8000,4.089,62.123,6.0003,41.005,1.2365,1.0234,1.1044,0.90713,1.4091,1.2365
590,1,8000,4.092,62.141,6.0003,41.02,1.2365,1.0251,1.1053,0.90974,1.408,1.2366
595,1,8000,4.092,62.139,6.0003,41.02,1.2366,1.0268,1.1063,0.91245,1.4069,1.2367
600,1,8000,4.092,62.138,6.0003,41.019,1.2367,1.0284,1.1073,0.91511,1.4059,1.2367
100,2,2500,4.452,26.419,26.291,26.307,1.3897,1.2537,1.3657,1.2401,1.4073,1.2743
105,2,2500,4.449,26.429,26.305,26.324,1.3761,1.245,1.3542,1.2329,1.3914,1.2645
110,2,2500,4.446,26.441,26.317,26.337,1.3639,1.2371,1.3431,1.2249,1.3802,1.2553
115,2,2500,4.446,26.452,26.328,26.348,1.3528,1.2298,1.3333,1.2187,1.3678,1.2467
120,2,2500,4.443,26.463,26.338,26.36,1.3429,1.2233,1.3311,1.2131,1.3563,1.2347
125,2,2500,4.443,26.472,26.347,26.37,1.3338,1.2173,1.3222,1.2078,1.3461,1.2284
130,2,2500,4.44,26.469,26.356,26.382,1.3257,1.2119,1.3148,1.2037,1.3369,1.2198
135,2,2500,4.437,26.492,26.369,26.392,1.318,1.2071,1.3017,1.1987,1.3303,1.2213
140,2,2500,4.437,26.499,26.381,26.404,1.3111,1.2028,1.3011,1.1951,1.3223,1.2123
145,2,2500,4.434,26.503,26.394,26.413,1.3046,1.199,1.2898,1.1914,1.3151,1.2121
150,2,2500,4.431,26.509,26.406,26.426,1.2987,1.1957,1.2895,1.1884,1.3082,1.2044
155,2,2500,4.431,26.506,26.418,26.437,1.2931,1.1927,1.2843,1.1852,1.3032,1.1995
160,2,2500,4.428,26.527,26.43,26.447,1.288,1.1903,1.2791,1.1828,1.2975,1.1987
165,2,2500,4.428,26.535,26.443,26.459,1.2832,1.1881,1.275,1.1817,1.2919,1.196
170,2,2500,4.425,26.536,26.455,26.47,1.2788,1.1863,1.2706,1.1806,1.2868,1.1942
175,2,2500,4.422,26.536,26.468,26.481,1.2746,1.1848,1.2669,1.1789,1.2822,1.1909
180,2,2500,4.422,26.557,26.483,26.495,1.2707,1.1836,1.2632,1.1778,1.2782,1.1908
185,2,2500,4.419,26.56,26.494,26.506,1.2671,1.1825,1.2597,1.1774,1.274,1.1895
190,2,2500,4.416,26.563,26.507,26.517,1.2637,1.1817,1.2567,1.177,1.2701,1.1875
195,2,2500,4.416,26.574,26.52,26.531,1.2606,1.181,1.2538,1.1773,1.265,1.1871
200,2,2500,4.413,26.586,26.536,26.545,1.2577,1.1803,1.2503,1.1769,1.2617,1.1867
205,2,2500,4.41,26.592,26.543,26.554,1.2549,1.1798,1.2469,1.1766,1.2587,1.1867
210,2,2500,4.407,26.6,26.559,26.571,1.2525,1.1793,1.2462,1.1764,1.2558,1.1843
215,2,2500,4.407,26.606,26.571,26.578,1.25,1.1789,1.2441,1.1763,1.2531,1.1835
220,2,2500,4.404,26.613,26.579,26.587,1.2478,1.1785,1.2424,1.176,1.2506,1.1826
225,2,2500,4.404,26.617,26.587,26.595,1.2456,1.1781,1.2405,1.1758,1.2484,1.1821
230,2,2500,4.401,26.624,26.601,26.609,1.2439,1.1778,1.239,1.1758,1.2461,1.1812
235,2,2500,4.401,26.628,26.612,26.615,1.242,1.1775,1.2386,1.1756,1.244,1.1798
240,2,2500,4.401,26.632,26.616,26.62,1.2402,1.1771,1.2365,1.1753,1.2423,1.1796
245,2,2500,4.398,26.637,26.62,26.623,1.2389,1.1767,1.2355,1.175,1.2424,1.1788
250,2,2500,4.398,26.635,26.62,26.623,1.2387,1.1763,1.2327,1.1743,1.242,1.1794
255,2,2500,4.401,26.635,26.619,26.622,1.2386,1.1759,1.234,1.1742,1.2412,1.1782
260,2,2500,4.401,26.635,26.619,26.622,1.2385,1.1755,1.2342,1.1738,1.2411,1.1777
265,2,2500,4.401,26.634,26.618,26.622,1.2384,1.1751,1.2344,1.1735,1.241,1.1771
270,2,2500,4.401,26.632,26.618,26.621,1.2384,1.1748,1.2339,1.1732,1.2409,1.177
275,2,2500,4.401,26.632,26.612,26.619,1.2383,1.1745,1.2331,1.1728,1.2409,1.1769
280,2,2500,4.401,26.632,26.608,26.616,1.2381,1.1742,1.233,1.1724,1.2409,1.1766
285,2,2500,4.401,26.63,26.605,26.613,1.238,1.1739,1.2329,1.1722,1.2409,1.1764
290,2,2500,4.401,26.63,26.603,26.611,1.2379,1.1736,1.233,1.1719,1.2408,1.1761
295,2,2500,4.401,26.63,26.601,26.609,1.2378,1.1734,1.233,1.1717,1.2408,1.1758
300,2,2500,4.401,26.628,26.599,26.606,1.2377,1.1732,1.233,1.1715,1.2405,1.1756
305,2,2500,4.401,26.628,26.599,26.605,1.2377,1.173,1.2331,1.171,1.2418,1.1754
310,2,2500,4.401,26.628,26.603,26.608,1.2378,1.1729,1.2328,1.1713,1.2405,1.1755
315,2,2500,4.401,26.626,26.599,26.607,1.2378,1.1728,1.2332,1.1712,1.2405,1.1751
320,2,2500,4.401,26.626,26.598,26.605,1.2378,1.1727,1.2327,1.1711,1.2405,1.1754
325,2,2500,4.404,26.626,26.596,26.604,1.2378,1.1727,1.2333,1.1711,1.2405,1.1749
330,2,2500,4.404,26.624,26.596,26.603,1.2378,1.1726,1.2333,1.171,1.2404,1.1748
335,2,2500,4.404,26.624,26.595,26.601,1.2378,1.1726,1.2328,1.171,1.2404,1.1752
340,2,2500,4.404,26.624,26.595,26.602,1.2378,1.1726,1.2335,1.171,1.2404,1.1747
345,2,2500,4.404,26.624,26.595,26.601,1.2378,1.1726,1.2329,1.1711,1.2404,1.1751
350,2,2500,4.404,26.622,26.594,26.6,1.2378,1.1726,1.2329,1.1711,1.2404,1.1753
355,2,2500,4.404,26.622,26.595,26.601,1.2378,1.173,1.2328,1.1712,1.2404,1.1767
360,2,2500,4.401,26.628,26.6,26.607,1.2378,1.1743,1.2333,1.1723,1.2403,1.1776
365,2,2500,4.401,26.632,26.61,26.617,1.238,1.1756,1.2339,1.1737,1.2402,1.1784
370,2,2500,4.398,26.637,26.623,26.626,1.2381,1.1768,1.2343,1.1752,1.2401,1.1792
375,2,2500,4.398,26.642,26.627,26.631,1.2381,1.178,1.2352,1.1764,1.2399,1.1798
380,2,2500,4.398,26.646,26.633,26.637,1.2383,1.1791,1.2357,1.1777,1.2398,1.1806
385,2,2500,4.398,26.651,26.632,26.635,1.2387,1.1803,1.2374,1.1791,1.2399,1.1817
390,2,2500,4.401,26.655,26.616,26.622,1.239,1.1816,1.2372,1.1798,1.2404,1.1842
395,2,2500,4.398,26.66,26.63,26.634,1.2389,1.1826,1.2372,1.1812,1.2399,1.185
400,2,2500,4.395,26.664,26.643,26.646,1.2388,1.1835,1.2376,1.1823,1.2397,1.1853
405,2,2500,4.395,26.668,26.65,26.652,1.2387,1.1844,1.2378,1.1834,1.2396,1.1859
410,2,2500,4.392,26.672,26.657,26.659,1.2387,1.1853,1.2377,1.1844,1.2394,1.1865
415,2,2500,4.392,26.676,26.665,26.667,1.2386,1.1862,1.2378,1.1854,1.2393,1.1869
420,2,2500,4.392,26.679,26.671,26.673,1.2386,1.187,1.2377,1.1864,1.2392,1.1876
425,2,2500,4.389,26.683,26.676,26.678,1.2385,1.1879,1.2379,1.1873,1.2391,1.1884
430,2,2500,4.389,26.687,26.681,26.683,1.2385,1.1887,1.2378,1.1882,1.239,1.1891
435,2,2500,4.389,26.69,26.686,26.688,1.2384,1.1895,1.2374,1.1888,1.2389,1.1899
440,2,2500,4.389,26.694,26.691,26.692,1.2383,1.1902,1.2373,1.1897,1.2388,1.1907
445,2,2500,4.386,26.698,26.694,26.696,1.2382,1.191,1.2372,1.1905,1.2388,1.1915
450,2,2500,4.386,26.7,26.697,26.699,1.2382,1.1917,1.2371,1.1912,1.2387,1.1923
455,2,2500,4.386,26.704,26.699,26.702,1.2382,1.1924,1.2371,1.1919,1.2387,1.193
460,2,2500,4.386,26.707,26.703,26.705,1.2381,1.1931,1.2372,1.1927,1.2387,1.1936
465,2,2500,4.386,26.71,26.705,26.707,1.2381,1.1938,1.2372,1.1934,1.2386,1.1943
470,2,2500,4.386,26.713,26.707,26.709,1.2381,1.1945,1.237,1.194,1.2386,1.1951
475,2,2500,4.386,26.717,26.709,26.711,1.238,1.1951,1.2371,1.1947,1.2386,1.1957
480,2,2500,4.386,26.719,26.71,26.713,1.238,1.1957,1.2371,1.1953,1.2385,1.1963
485,2,2500,4.383,26.721,26.713,26.714,1.238,1.1963,1.237,1.196,1.2385,1.1969
490,2,2500,4.383,26.723,26.714,26.716,1.238,1.1969,1.237,1.1966,1.2385,1.1975
495,2,2500,4.383,26.726,26.717,26.718,1.238,1.1975,1.2369,1.1972,1.2384,1.1982
500,2,2500,4.383,26.728,26.717,26.72,1.238,1.1981,1.2368,1.1978,1.2384,1.1988
505,2,2500,4.383,26.728,26.717,26.719,1.238,1.1986,1.2369,1.1983,1.2384,1.1993
510,2,2500,4.383,26.73,26.717,26.719,1.2379,1.1992,1.2369,1.1988,1.2384,1.1998
515,2,2500,4.383,26.73,26.717,26.719,1.2379,1.1997,1.2369,1.1994,1.2384,1.2004
520,2,2500,4.383,26.732,26.715,26.718,1.2379,1.2002,1.2368,1.1999,1.2384,1.201
525,2,2500,4.383,26.732,26.714,26.718,1.2379,1.2007,1.2368,1.2004,1.2384,1.2015
530,2,2500,4.383,26.732,26.712,26.717,1.2379,1.2012,1.2369,1.2009,1.2384,1.2019
535,2,2500,4.383,26.734,26.714,26.718,1.2379,1.2017,1.2369,1.2014,1.2384,1.2024
540,2,2500,4.383,26.734,26.717,26.721,1.2379,1.2022,1.237,1.2019,1.2384,1.2028
545,2,2500,4.383,26.734,26.716,26.72,1.2379,1.2026,1.2368,1.2023,1.2383,1.2034
550,2,2500,4.383,26.734,26.715,26.718,1.2379,1.2031,1.2367,1.2028,1.2384,1.204
555,2,2500,4.383,26.734,26.713,26.718,1.2379,1.2036,1.2368,1.2032,1.2384,1.2043
560,2,2500,4.383,26.734,26.711,26.716,1.2379,1.204,1.2368,1.2036,1.2384,1.2047
565,2,2500,4.386,26.721,26.711,26.713,1.2379,1.2044,1.2369,1.2041,1.2384,1.2051
570,2,2500,4.386,26.721,26.708,26.712,1.2379,1.2048,1.2369,1.2045,1.2384,1.2055
575,2,2500,4.386,26.721,26.709,26.711,1.2379,1.2052,1.2368,1.2048,1.2385,1.206
580,2,2500,4.386,26.721,26.707,26.71,1.2379,1.2056,1.2369,1.2053,1.2384,1.2064
585,2,2500,4.386,26.721,26.704,26.708,1.2379,1.206,1.2369,1.2057,1.2384,1.2068
590,2,2500,4.386,26.721,26.703,26.706,1.2379,1.2064,1.2369,1.2061,1.2384,1.2071
595,2,2500,4.386,26.723,26.702,26.706,1.2379,1.2068,1.2369,1.2064,1.2384,1.2076
600,2,2500,4.386,26.726,26.701,26.705,1.2379,1.2072,1.237,1.2068,1.2384,1.2079
100,3,2500,55.389,71.819,16.528,38.159,1.1559,0.95861,0.2725,0.17397,1.7455,1.9854
